HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457439.63579,2016-02-21.1339719,be,1.50,15.815,15.402,0.150,2.649,0.362,V
2457439.63708,2016-02-21.1352578,be,1.54,15.916,15.277,0.122,2.975,0.330,V
2457439.63837,2016-02-21.1365491,be,1.55,15.844,15.016,0.102,3.780,0.353,V
2457440.80575,2016-02-22.3040192,ba,2.00,15.918,15.510,0.151,2.397,0.330,V
2457440.80701,2016-02-22.3052840,ba,2.00,15.789,15.098,0.116,3.506,0.371,V
2457440.80827,2016-02-22.3065395,ba,2.02,15.813,15.086,0.112,3.546,0.363,V
2457442.62418,2016-02-24.1226019,be,1.43,16.099,15.300,0.105,2.909,0.279,V
2457442.62546,2016-02-24.1238866,be,1.45,15.848,15.322,0.135,2.852,0.351,V
2457442.62674,2016-02-24.1251629,be,1.43,16.022,15.266,0.109,3.005,0.299,V
2457444.79115,2016-02-26.2897471,ba,1.75,16.856,15.220,0.048,3.132,0.139,V
2457444.79240,2016-02-26.2909982,ba,1.75,16.736,15.074,0.047,3.584,0.155,V
2457444.79365,2016-02-26.2922530,ba,1.71,16.722,15.174,0.053,3.267,0.157,V
2457445.62597,2016-02-27.1246414,be,1.43,16.275,15.054,0.071,3.652,0.237,V
2457445.62726,2016-02-27.1259332,be,1.41,16.209,14.936,0.068,4.069,0.252,V
2457445.62856,2016-02-27.1272296,be,1.40,16.089,14.961,0.077,3.976,0.281,V
2457446.58183,2016-02-28.0805832,be,1.48,16.646,14.991,0.048,3.870,0.169,V
2457446.58311,2016-02-28.0818613,be,1.49,16.619,15.018,0.050,3.776,0.173,V
2457446.58439,2016-02-28.0831403,be,1.47,16.614,15.014,0.050,3.787,0.174,V
2457447.72301,2016-02-29.2218578,ba,1.64,16.249,15.059,0.073,3.634,0.243,V
2457447.72426,2016-02-29.2231041,ba,1.68,16.370,14.961,0.060,3.975,0.218,V
2457447.72552,2016-02-29.2243609,ba,1.66,16.607,14.993,0.049,3.861,0.175,V
2457448.61570,2016-03-01.1146232,be,1.44,16.536,14.972,0.052,3.936,0.187,V
2457448.61699,2016-03-01.1159118,be,1.42,16.435,14.934,0.055,4.076,0.205,V
2457448.61828,2016-03-01.1171986,be,1.44,16.521,14.967,0.052,3.956,0.189,V
2457449.59942,2016-03-02.0984209,be,1.49,99.990,99.990,99.990,99.990,99.990,V
2457449.60070,2016-03-02.0997002,be,1.49,99.990,99.990,99.990,99.990,99.990,V
2457449.60198,2016-03-02.1009866,be,1.51,99.990,99.990,99.990,99.990,99.990,V
2457450.77132,2016-03-03.2704262,ba,1.74,16.742,15.029,0.045,3.735,0.155,V
2457450.77259,2016-03-03.2716912,ba,1.70,16.739,14.988,0.044,3.879,0.155,V
2457450.77384,2016-03-03.2729393,ba,1.68,16.762,14.964,0.042,3.968,0.152,V
2457452.60712,2016-03-05.1063842,be,1.50,16.618,14.897,0.045,4.218,0.173,V
2457452.60841,2016-03-05.1076682,be,1.48,16.533,14.973,0.052,3.933,0.187,V
2457452.60969,2016-03-05.1089459,be,1.49,16.453,14.955,0.055,3.999,0.201,V
2457455.73199,2016-03-08.2315182,ba,1.66,15.886,14.981,0.095,3.901,0.340,V
2457455.73324,2016-03-08.2327728,ba,1.62,14.983,14.465,0.136,6.281,0.780,V
2457455.73449,2016-03-08.2340166,ba,1.65,15.704,14.725,0.089,4.945,0.402,V
2457457.52113,2016-03-10.0208144,be,2.01,16.611,14.840,0.043,4.447,0.174,V
2457457.52241,2016-03-10.0220920,be,2.00,16.460,14.845,0.049,4.428,0.200,V
2457457.52369,2016-03-10.0233782,be,2.07,16.474,14.846,0.049,4.421,0.198,V
2457461.72509,2016-03-14.2251353,ba,1.67,16.154,14.803,0.063,4.600,0.265,V
2457461.72634,2016-03-14.2263885,ba,1.65,16.363,14.721,0.048,4.963,0.219,V
2457461.72758,2016-03-14.2276312,ba,1.63,16.447,14.740,0.045,4.876,0.203,V
2457464.51173,2016-03-17.0120153,be,2.38,15.274,14.992,0.169,3.868,0.596,V
2457464.51301,2016-03-17.0132990,be,2.43,14.531,>14.531,99.990,5.854,1.183,V
2457464.51430,2016-03-17.0145893,be,2.40,14.939,14.695,0.175,5.080,0.812,V
2457466.55956,2016-03-19.0600317,be,1.54,15.861,14.822,0.084,4.518,0.347,V
2457466.56051,2016-03-19.0609777,be,1.49,15.898,14.707,0.073,5.024,0.336,V
2457466.56144,2016-03-19.0619084,be,1.54,15.856,14.800,0.083,4.612,0.349,V
2457468.54262,2016-03-21.0432553,be,1.48,16.041,14.915,0.078,4.149,0.294,V
2457468.54390,2016-03-21.0445400,be,1.50,16.079,14.818,0.069,4.537,0.284,V
